20160501 213000;0.784770;0.784800;0.784650;0.784710;0
20160501 213100;0.784720;0.784790;0.784710;0.784790;0
20160501 213200;0.784790;0.784810;0.784700;0.784720;0
20160501 213300;0.784710;0.784840;0.784690;0.784810;0
20160501 213400;0.784800;0.784950;0.784800;0.784920;0
20160501 213500;0.784900;0.784920;0.784820;0.784820;0
20160501 213600;0.784800;0.784800;0.784780;0.784790;0
20160501 213700;0.784800;0.784850;0.784790;0.784840;0
20160501 213800;0.784840;0.784840;0.784700;0.784710;0
20160501 213900;0.784720;0.784790;0.784720;0.784790;0
20160501 214000;0.784790;0.784790;0.784760;0.784780;0
20160501 214100;0.784770;0.784860;0.784760;0.784830;0
20160501 214200;0.784820;0.784940;0.784820;0.784920;0
20160501 214300;0.784920;0.784960;0.784900;0.784930;0
20160501 214400;0.784920;0.784940;0.784910;0.784940;0
20160501 214500;0.784950;0.785000;0.784940;0.785000;0
20160501 214600;0.785020;0.785190;0.785000;0.785080;0
20160501 214700;0.785080;0.785080;0.784990;0.785010;0
20160501 214800;0.785020;0.785050;0.784990;0.785010;0
20160501 214900;0.785030;0.785180;0.785020;0.785080;0
20160501 215000;0.785090;0.785110;0.785020;0.785070;0
20160501 215100;0.785070;0.785070;0.785030;0.785040;0
20160501 215200;0.785030;0.785090;0.784990;0.785090;0
20160501 215300;0.785100;0.785130;0.784980;0.785040;0
20160501 215400;0.785030;0.785070;0.785030;0.785060;0
20160501 215500;0.785040;0.785060;0.785030;0.785050;0
20160501 215600;0.785030;0.785060;0.784990;0.785020;0
20160501 215700;0.785020;0.785030;0.784990;0.785010;0
20160501 215800;0.785000;0.785000;0.784980;0.784980;0
20160501 215900;0.784980;0.784990;0.784930;0.784940;0
20160501 220000;0.784940;0.784940;0.784920;0.784920;0
20160501 220100;0.784930;0.784930;0.784870;0.784880;0
20160501 220200;0.784870;0.784900;0.784840;0.784860;0
20160501 220300;0.784840;0.784860;0.784770;0.784860;0
20160501 220400;0.784870;0.784870;0.784800;0.784830;0
20160501 220500;0.784840;0.784910;0.784820;0.784830;0
20160501 220600;0.784840;0.784850;0.784760;0.784770;0
20160501 220700;0.784780;0.784780;0.784700;0.784740;0
20160501 220800;0.784750;0.784800;0.784750;0.784790;0
20160501 220900;0.784780;0.784780;0.784690;0.784690;0
20160501 221000;0.784700;0.784730;0.784680;0.784690;0
20160501 221100;0.784700;0.784700;0.784690;0.784690;0
20160501 221200;0.784680;0.784730;0.784670;0.784700;0
20160501 221300;0.784690;0.784780;0.784690;0.784770;0
20160501 221400;0.784780;0.784800;0.784770;0.784800;0
20160501 221500;0.784790;0.784800;0.784720;0.784720;0
20160501 221600;0.784730;0.784840;0.784700;0.784830;0
20160501 221700;0.784840;0.784850;0.784720;0.784730;0
20160501 221800;0.784730;0.784780;0.784730;0.784780;0
20160501 221900;0.784780;0.784780;0.784740;0.784750;0
20160501 222000;0.784770;0.784790;0.784690;0.784690;0
20160501 222100;0.784700;0.784750;0.784700;0.784730;0
20160501 222200;0.784740;0.784770;0.784730;0.784740;0
20160501 222300;0.784730;0.784740;0.784730;0.784740;0
20160501 222400;0.784740;0.784780;0.784740;0.784780;0
20160501 222500;0.784790;0.784790;0.784760;0.784770;0
20160501 222600;0.784780;0.784780;0.784740;0.784740;0
20160501 222700;0.784740;0.784780;0.784740;0.784780;0
20160501 222800;0.784790;0.784800;0.784790;0.784800;0
20160501 222900;0.784830;0.784830;0.784790;0.784800;0
20160501 223000;0.784790;0.784860;0.784790;0.784830;0
20160501 223100;0.784820;0.784860;0.784820;0.784840;0
20160501 223200;0.784840;0.784840;0.784700;0.784740;0
20160501 223300;0.784740;0.784790;0.784700;0.784790;0
20160501 223400;0.784790;0.784790;0.784620;0.784630;0
